Date,Open,High,Low,Close,Volume,Adj Close
2010-06-01,259.69,279.01,242.20,251.53,197621600,34.03
2010-05-03,263.84,267.88,199.25,256.88,236228300,34.75
2010-04-01,237.41,272.46,232.75,261.09,153685600,35.32
2010-03-01,205.75,237.48,205.45,235.00,136791600,31.79
2010-02-01,192.37,205.17,190.85,204.62,148467600,27.68
2010-01-04,213.43,215.59,190.25,192.06,215986100,25.98
2009-12-01,202.24,213.95,188.68,210.73,133481400,28.51
2009-11-02,189.80,208.00,185.57,199.91,110995500,27.04
2009-10-01,185.35,208.71,180.70,188.50,155382900,25.50
2009-09-01,167.99,188.90,164.11,185.35,125344100,25.07
2009-08-03,165.21,172.49,159.42,168.21,100910200,22.76
2009-07-01,143.50,165.00,134.42,163.39,129144000,22.10
2009-06-01,136.47,146.40,132.88,142.43,148974900,19.27
2009-05-01,125.80,135.90,119.38,135.81,123920900,18.37
2009-04-01,104.09,127.20,103.89,125.83,146668700,17.02
2009-03-02,88.12,109.98,82.33,105.12,181757700,14.22
2009-02-02,89.10,103.00,86.51,89.31,191764500,12.08
2009-01-02,85.88,97.17,78.20,90.13,234465200,12.19
2008-12-01,91.30,103.60,84.55,85.35,236606600,11.55
2008-11-03,105.93,111.79,79.14,92.67,314700400,12.54
2008-10-01,111.92,116.40,85.00,107.59,468331100,14.56
2008-09-02,172.40,173.50,100.59,113.66,305883800,15.38
2008-08-01,159.90,180.45,152.91,169.53,162917200,22.93
2008-07-01,164.23,180.91,146.53,158.95,231673400,21.50
2008-06-02,188.60,189.95,164.15,167.44,239999900,22.65
2008-05-01,174.96,192.24,172.00,188.75,228552300,25.53
2008-04-01,146.30,180.00,143.61,173.95,271892100,23.53
2008-03-03,124.44,145.74,118.00,143.50,296191700,19.41
2008-02-01,136.24,136.59,115.44,125.02,326517900,16.91
2008-01-02,199.27,200.26,126.14,135.36,434756700,18.31
2007-12-03,181.86,202.96,176.99,198.08,222400100,26.80
2007-11-01,188.60,192.68,150.63,182.22,326042700,24.65
2007-10-01,154.63,190.12,152.93,189.95,262077200,25.70
2007-09-04,139.94,155.00,130.00,153.47,283504200,20.76
2007-08-01,133.64,139.65,111.62,138.48,274322600,18.73
2007-07-02,121.05,148.92,119.30,131.76,306916200,17.82
2007-06-01,121.10,127.61,115.40,122.04,290683100,16.51
2007-05-01,99.59,122.17,98.55,121.19,212069700,16.39
2007-04-02,94.14,102.50,89.60,99.80,175953100,13.50
2007-03-01,84.03,96.83,83.75,92.91,187718200,12.57
2007-02-01,86.23,90.81,82.86,84.61,192655600,11.45
2007-01-03,86.29,97.80,81.90,85.73,350823100,11.60
2006-12-01,91.80,92.33,76.77,84.84,224590200,11.48
2006-11-01,81.10,93.16,77.79,91.66,175063900,12.40
2006-10-02,75.10,82.60,72.60,81.08,169198000,10.97
2006-09-01,68.48,77.78,67.82,76.98,226592100,10.41
2006-08-01,67.22,70.00,62.58,67.85,200677600,9.18
2006-07-03,57.52,68.63,50.16,67.96,229657200,9.19
2006-06-01,59.85,63.10,55.41,57.27,212230900,7.75
2006-05-01,70.77,73.80,58.69,59.77,191929000,8.09
2006-04-03,63.67,72.05,61.05,70.39,274727800,9.52
2006-03-01,68.84,69.99,57.67,62.72,260956400,8.48
2006-02-01,74.95,76.46,62.90,68.49,263522000,9.27
2006-01-03,72.38,86.40,70.87,75.51,284898900,10.22
2005-12-01,68.95,75.46,68.81,71.89,162957400,9.73
2005-11-01,57.24,71.07,56.87,67.82,167286900,9.17
2005-10-03,54.16,57.98,47.87,57.59,233146300,7.79
2005-09-01,47.00,54.56,46.09,53.61,153326200,7.25
2005-08-01,42.57,48.33,42.02,46.89,106562600,6.34
2005-07-01,36.83,44.38,36.29,42.65,133204000,5.77
2005-06-01,39.89,40.76,35.52,36.81,133472500,4.98
2005-05-02,36.21,40.94,33.11,39.76,157886900,5.38
2005-04-01,42.09,44.45,34.00,36.06,238656500,4.88
2005-03-01,44.99,45.11,38.83,41.67,174000600,5.64
2005-02-01,77.05,90.88,43.96,44.86,290796800,6.07
2005-01-03,64.78,77.89,62.60,76.90,342366700,5.20
2004-12-01,67.79,67.95,61.60,64.40,184400000,4.36
2004-11-01,52.50,69.57,52.04,67.05,219858600,4.54
2004-10-01,39.12,53.20,37.65,52.40,201245000,3.54
2004-09-01,34.30,39.27,34.19,38.75,96410900,2.62
2004-08-02,31.18,35.18,29.70,34.49,95317300,2.33
2004-07-01,32.10,33.63,28.74,32.34,118328600,2.19
2004-06-01,27.79,34.19,27.61,32.54,102384200,2.20
2004-05-03,26.00,28.78,25.50,28.06,68124900,1.90
2004-04-01,26.89,29.58,25.49,25.78,111865200,1.74
2004-03-01,24.10,28.14,23.60,27.04,130618300,1.83
2004-02-02,22.46,24.10,21.70,23.92,70932400,1.62
2004-01-02,21.55,24.84,21.18,22.56,101413700,1.53
